날짜,시작,시작시간,종료,종료시간,장소,원인,피해면적(ha),SIG_KOR_NM,경도,위도,피해면적평균
2023-01-24,6:05:00,2023-01-24 6:05,8:30:00,2023-01-24 8:30,경남 산청 지막,입산자실화,0.01,경남 산청,127.8756194,35.41249167,0.393421
2022-02-25,21:03:00,2022-02-25 21:03,23:00:00,2022-02-25 23:00,경남 함양 창원,기타,0.1,경남 함양,127.7274194,35.51746944,0.612157
2022-02-25,14:25:00,2022-02-25 14:25,23:00:00,2022-02-25 23:00,경남 함양 죽림,입산자실화,1.5,경남 함양,127.7274194,35.51746944,0.612157
2022-02-23,16:40:00,2022-02-23 16:40,17:47:00,2022-02-23 17:47,경남 사천 구암,건축물화재비화,0.3,경남 사천,128.0667778,35.00028333,0.08
2022-02-20,7:06:00,2022-02-20 7:06,8:07:00,2022-02-20 8:07,경남 거제 연구,입산자실화,0.07,경남 거제,128.6233556,34.87735833,0.062222
2022-12-27,15:35:00,2022-12-27 15:35,17:10:00,2022-12-27 17:10,경남 산청 제보,건축물화재비화,0.06,경남 산청,127.8756194,35.41249167,0.393421
2022-12-26,14:12:00,2022-12-26 14:12,15:10:00,2022-12-26 15:10,경남 고성 수양,건축물화재비화,0.05,경남 고성,128.3245417,34.9699,0.121765
2022-12-26,5:55:00,2022-12-26 5:55,6:50:00,2022-12-26 6:50,경남 고성 연지,건축물화재비화,0.06,경남 고성,128.3245417,34.9699,0.121765
2022-12-24,15:14:00,2022-12-24 15:14,17:00:00,2022-12-24 17:00,경남 남해 송정,입산자실화,0.1,경남 남해,127.8924,34.8376,0.142222
2022-12-19,9:44:00,2022-12-19 9:44,10:42:00,2022-12-19 10:42,경남 함양 황산,입산자실화,0.03,경남 함양,127.7274194,35.51746944,0.612157
2022-12-15,18:51:00,2022-12-15 18:51,20:25:00,2022-12-15 20:25,경남 진주 가좌,입산자실화,0.01,경남 진주,128.11,35.17703333,0.096875
2022-12-08,18:24:00,2022-12-08 18:24,22:00:00,2022-12-08 22:00,경남 양산 용당,입산자실화,0.2,경남 양산,129.0394111,35.33192778,0.313824
2022-12-07,21:52:00,2022-12-07 21:52,23:50:00,2022-12-07 23:50,경남 함양 원산,건축물화재비화,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-12-06,13:01:00,2022-12-06 13:01,14:30:00,2022-12-06 14:30,경남 함양 유평,기타,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-12-05,18:59:00,2022-12-05 18:59,20:36:00,2022-12-05 20:36,경남 남해 대벽,입산자실화,0.1,경남 남해,127.8924,34.8376,0.142222
2022-12-02,13:43:00,2022-12-02 13:43,14:40:00,2022-12-02 14:40,경남 함양 호산,건축물화재비화,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-11-12,10:43:00,2022-11-12 10:43,14:00:00,2022-11-12 14:00,경남 의령 산북,쓰레기소각,0.4,경남 의령,128.2638222,35.31911944,0.503636
2022-11-10,22:16:00,2022-11-10 22:16,23:50:00,2022-11-10 23:50,경남 의령 청계,입산자실화,0.2,경남 의령,128.2638222,35.31911944,0.503636
2022-11-07,14:03:00,2022-11-07 14:03,14:50:00,2022-11-07 14:50,경남 고성 도전,건축물화재비화,0.01,경남 고성,128.3245417,34.9699,0.121765
2022-11-07,13:18:00,2022-11-07 13:18,14:30:00,2022-11-07 14:30,경남 진주 운천,농산부산물소각,0.1,경남 진주,128.11,35.17703333,0.096875
2022-11-06,12:50:00,2022-11-06 12:50,18:00:00,2022-11-06 18:00,경남 거제 가베,입산자실화,0.2,경남 거제,128.6233556,34.87735833,0.062222
2022-11-03,9:40:00,2022-11-03 9:40,10:10:00,2022-11-03 10:10,경남 산청 양전,농산부산물소각,0.01,경남 산청,127.8756194,35.41249167,0.393421
2022-11-02,18:38:00,2022-11-02 18:38,19:34:00,2022-11-02 19:34,경남 함양 손곡,기타,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-10-27,12:54:00,2022-10-27 12:54,14:52:00,2022-10-27 14:52,경남 진주 주악,기타,0.1,경남 진주,128.11,35.17703333,0.096875
2022-10-26,10:39:00,2022-10-26 10:39,11:15:00,2022-10-26 11:15,경남 합천 먹촌,농산부산물소각,0.01,경남 합천,128.1679306,35.56361667,21.828
2022-10-25,14:14:00,2022-10-25 14:14,17:00:00,2022-10-25 17:00,경남 거제 구명,입산자실화,0.01,경남 거제,128.6233556,34.87735833,0.062222
2022-10-25,7:57:00,2022-10-25 7:57,10:00:00,2022-10-25 10:00,경남 진주 주악,기타,0.01,경남 진주,128.11,35.17703333,0.096875
2022-10-21,3:14:00,2022-10-21 3:14,6:30:00,2022-10-21 6:30,경남 창녕 송현,입산자실화,0.1,경남 창녕,128.4945333,35.54153611,0.652
2022-10-20,11:26:00,2022-10-20 11:26,13:20:00,2022-10-20 13:20,경남 양산 소석,기타,0.05,경남 양산,129.0394111,35.33192778,0.313824
2022-10-16,15:48:00,2022-10-16 15:48,18:30:00,2022-10-16 18:30,경남 양산 삼호,입산자실화,0.1,경남 양산,129.0394111,35.33192778,0.313824
2022-09-27,14:52:00,2022-09-27 14:52,17:30:00,2022-09-27 17:30,경남 산청 범학,입산자실화,0.01,경남 산청,127.8756194,35.41249167,0.393421
2022-05-31,9:29:00,2022-05-31 9:29,13:30:00,2022-05-31 13:30,경남 밀양 춘화,기타,763,경남 밀양,128.7489444,35.50077778,28.37519
2022-05-29,22:25:00,2022-05-29 22:25,0:00:00,2022-05-29 0:00,경남 거제 덕곡,기타,0.2,경남 거제,128.6233556,34.87735833,0.062222
2022-05-29,15:16:00,2022-05-29 15:16,18:40:00,2022-05-29 18:40,경남 산청 왕촌,입산자실화,0.01,경남 산청,127.8756194,35.41249167,0.393421
2022-05-29,12:34:00,2022-05-29 12:34,15:43:00,2022-05-29 15:43,경남 사천 다평,입산자실화,0.1,경남 사천,128.0667778,35.00028333,0.08
2022-05-28,18:36:00,2022-05-28 18:36,20:01:00,2022-05-28 20:01,경남 함양 남효,담뱃불실화,0.15,경남 함양,127.7274194,35.51746944,0.612157
2022-05-27,12:50:00,2022-05-27 12:50,15:30:00,2022-05-27 15:30,경남 함양 추성,건축물화재비화,0.1,경남 함양,127.7274194,35.51746944,0.612157
2022-05-27,12:41:00,2022-05-27 12:41,14:30:00,2022-05-27 14:30,경남 사천 반용,담뱃불실화,0.06,경남 사천,128.0667778,35.00028333,0.08
2022-05-27,10:40:00,2022-05-27 10:40,14:30:00,2022-05-27 14:30,경남 창녕 반포,건축물화재비화,0.1,경남 창녕,128.4945333,35.54153611,0.652
2022-05-26,19:34:00,2022-05-26 19:34,14:11:00,2022-05-26 14:11,경남 김해 좌곤,입산자실화,2.8,경남 김해,128.8916667,35.22550556,0.324
2022-05-26,5:23:00,2022-05-26 5:23,10:00:00,2022-05-26 10:00,경남 밀양 삼양,기타,0.3,경남 밀양,128.7489444,35.50077778,28.37519
2022-05-23,18:28:00,2022-05-23 18:28,19:15:00,2022-05-23 19:15,경남 함양 손곡,기타,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-05-22,18:28:00,2022-05-22 18:28,0:00:00,2022-05-22 0:00,경남 김해 구산,입산자실화,1,경남 김해,128.8916667,35.22550556,0.324
2022-05-21,15:49:00,2022-05-21 15:49,17:30:00,2022-05-21 17:30,경남 밀양 삼양,기타,0.09,경남 밀양,128.7489444,35.50077778,28.37519
2022-05-21,15:19:00,2022-05-21 15:19,18:50:00,2022-05-21 18:50,경남 하동 술상,기타,0.01,경남 하동,127.7534306,35.06420278,5.1535
2022-05-20,22:17:00,2022-05-20 22:17,22:50:00,2022-05-20 22:50,경남 창녕 여초,담뱃불실화,0.01,경남 창녕,128.4945333,35.54153611,0.652
2022-05-19,18:24:00,2022-05-19 18:24,23:58:00,2022-05-19 23:58,경남 의령 죽전,기타,3,경남 의령,128.2638222,35.31911944,0.503636
2022-05-17,18:39:00,2022-05-17 18:39,19:30:00,2022-05-17 19:30,경남 양산 대석,담뱃불실화,0.01,경남 양산,129.0394111,35.33192778,0.313824
2022-05-15,18:03:00,2022-05-15 18:03,19:07:00,2022-05-15 19:07,경남 진주 정수,입산자실화,0.05,경남 진주,128.11,35.17703333,0.096875
2022-05-05,5:11:00,2022-05-05 5:11,6:40:00,2022-05-05 6:40,경남 합천 오도,기타,0.1,경남 합천,128.1679306,35.56361667,21.828
2022-04-24,18:37:00,2022-04-24 18:37,20:25:00,2022-04-24 20:25,경남 산청 자양,입산자실화,0.01,경남 산청,127.8756194,35.41249167,0.393421
2022-04-20,14:35:00,2022-04-20 14:35,16:00:00,2022-04-20 16:00,경남 창녕 감,담뱃불실화,0.1,경남 창녕,128.4945333,35.54153611,0.652
2022-04-19,11:31:00,2022-04-19 11:31,12:33:00,2022-04-19 12:33,경남 산청 장천,입산자실화,0.01,경남 산청,127.8756194,35.41249167,0.393421
2022-04-18,14:10:00,2022-04-18 14:10,15:30:00,2022-04-18 15:30,경남 하동 관곡,입산자실화,0.2,경남 하동,127.7534306,35.06420278,5.1535
2022-04-10,21:46:00,2022-04-10 21:46,9:00:00,2022-04-10 9:00,경남 양산 영담,입산자실화,0.8,경남 양산,129.0394111,35.33192778,0.313824
2022-04-10,14:02:00,2022-04-10 14:02,14:50:00,2022-04-10 14:50,경남 거창 성기,건축물화재비화,0.01,경남 거창,127.9116556,35.683625,0.115455
2022-04-10,7:52:00,2022-04-10 7:52,10:33:00,2022-04-10 10:33,경남 산청 장천,기타,0.3,경남 산청,127.8756194,35.41249167,0.393421
2022-04-09,13:03:00,2022-04-09 13:03,15:10:00,2022-04-09 15:10,경남 하동 월평,건축물화재비화,0.3,경남 하동,127.7534306,35.06420278,5.1535
2022-04-06,19:10:00,2022-04-06 19:10,20:51:00,2022-04-06 20:51,경남 밀양 정곡,건축물화재비화,0.09,경남 밀양,128.7489444,35.50077778,28.37519
2022-04-06,14:00:00,2022-04-06 14:00,14:45:00,2022-04-06 14:45,경남 함양 목현,입산자실화,0.01,경남 함양,127.7274194,35.51746944,0.612157
2022-01-31,12:49:00,2022-01-31 12:49,15:30:00,2022-01-31 15:30,경남 사천 초량,기타,0.01,경남 사천,128.0667778,35.00028333,0.08
2022-01-28,13:55:00,2022-01-28 13:55,17:22:00,2022-01-28 17:22,경남 함양 호산,건축물화재비화,0.7,경남 함양,127.7274194,35.51746944,0.612157
2022-01-24,19:55:00,2022-01-24 19:55,22:00:00,2022-01-24 22:00,경남 양산 지산,쓰레기소각,0.02,경남 양산,129.0394111,35.33192778,0.313824
2022-01-23,14:33:00,2022-01-23 14:33,15:37:00,2022-01-23 15:37,경남 창녕 옥천,쓰레기소각,0.03,경남 창녕,128.4945333,35.54153611,0.652
2022-01-19,8:52:00,2022-01-19 8:52,10:11:00,2022-01-19 10:11,경남 함안 내곡,쓰레기소각,0.19,경남 함안,128.4087083,35.26940556,0.351538
2022-01-15,12:53:00,2022-01-15 12:53,13:27:00,2022-01-15 13:27,경남 합천 도신,입산자실화,0.02,경남 합천,128.1679306,35.56361667,21.828
2022-01-10,22:26:00,2022-01-10 22:26,17:45:00,2022-01-10 17:45,경남 창녕 대산,입산자실화,5.5,경남 창녕,128.4945333,35.54153611,0.652
2022-01-10,13:50:00,2022-01-10 13:50,15:26:00,2022-01-10 15:26,경남 밀양 덕곡,입산자실화,0.03,경남 밀양,128.7489444,35.50077778,28.37519
2022-01-09,13:05:00,2022-01-09 13:05,14:20:00,2022-01-09 14:20,경남 함양 호산,기타,0.5,경남 함양,127.7274194,35.51746944,0.612157
2022-01-09,11:19:00,2022-01-09 11:19,12:50:00,2022-01-09 12:50,경남 양산 신전,입산자실화,0.04,경남 양산,129.0394111,35.33192778,0.313824
2022-01-08,20:45:00,2022-01-08 20:45,22:10:00,2022-01-08 22:10,경남 고성 적정,입산자실화,0.1,경남 고성,128.3245417,34.9699,0.121765
2022-01-07,23:23:00,2022-01-07 23:23,2:55:00,2022-01-07 2:55,경남 하동 직전,입산자실화,0.1,경남 하동,127.7534306,35.06420278,5.1535
2022-01-06,18:04:00,2022-01-06 18:04,18:53:00,2022-01-06 18:53,경남 함안 장암,쓰레기소각,0.01,경남 함안,128.4087083,35.26940556,0.351538
2022-01-04,18:52:00,2022-01-04 18:52,19:45:00,2022-01-04 19:45,경남 거창 석강,농산부산물소각,0.01,경남 거창,127.9116556,35.683625,0.115455
2023-03-29,13:22:00,2023-03-29 13:22,17:00:00,2023-03-29 17:00,경남 거제 대곡,입산자실화,0.5,경남 거제,128.6233556,34.87735833,0.062222
2023-03-31,15:17:00,2023-03-31 15:17,17:20:00,2023-03-31 17:20,경남 함양 당본,건축물화재비화,0.1,경남 함양,127.7274194,35.51746944,0.612157
2023-03-06,15:23:00,2023-03-06 15:23,18:00:00,2023-03-06 18:00,경남 밀양 활성,기타,0.2,경남 밀양,128.7489444,35.50077778,28.37519
2023-03-06,9:56:00,2023-03-06 9:56,11:30:00,2023-03-06 11:30,경남 합천 치인,입산자실화,0.02,경남 합천,128.1679306,35.56361667,21.828
2023-03-05,12:46:00,2023-03-05 12:46,14:44:00,2023-03-05 14:44,경남 창녕 주매,입산자실화,0.05,경남 창녕,128.4945333,35.54153611,0.652
2023-03-13,6:59:00,2023-03-13 6:59,8:15:00,2023-03-13 8:15,경남 거제 오량,기타,0.01,경남 거제,128.6233556,34.87735833,0.062222
2023-03-02,21:48:00,2023-03-02 21:48,23:55:00,2023-03-02 23:55,경남 하동 지례,입산자실화,0.1,경남 하동,127.7534306,35.06420278,5.1535
2023-03-11,22:32:00,2023-03-11 22:32,14:00:00,2023-03-11 14:00,경남 양산 선,건축물화재비화,2.96,경남 양산,129.0394111,35.33192778,0.313824
2023-03-11,13:24:00,2023-03-11 13:24,16:13:00,2023-03-11 16:13,경남 하동 범왕,입산자실화,91,경남 하동,127.7534306,35.06420278,5.1535
2024-03-09,13:00:00,2024-03-09 13:00,13:40:00,2024-03-09 13:40,경남 사천 석계,기타,0.01,경남 사천,128.0667778,35.00028333,0.08
2023-03-30,13:25:00,2023-03-30 13:25,16:30:00,2023-03-30 16:30,경남 거창 군암,기타,0.05,경남 거창,127.9116556,35.683625,0.115455
2023-03-28,14:50:00,2023-03-28 14:50,16:00:00,2023-03-28 16:00,경남 합천 성산,입산자실화,0.01,경남 합천,128.1679306,35.56361667,21.828
2023-03-16,19:13:00,2023-03-16 19:13,23:50:00,2023-03-16 23:50,경남 진주 덕곡,입산자실화,0.5,경남 진주,128.11,35.17703333,0.096875
2023-03-16,11:29:00,2023-03-16 11:29,16:23:00,2023-03-16 16:23,경남 밀양 옹동,기타,0.2,경남 밀양,128.7489444,35.50077778,28.37519
2023-02-25,23:26:00,2023-02-25 23:26,1:00:00,2023-02-25 1:00,경남 함양 난평,입산자실화,0.1,경남 함양,127.7274194,35.51746944,0.612157
2023-02-25,14:26:00,2023-02-25 14:26,17:00:00,2023-02-25 17:00,경남 진주 유곡,농산부산물소각,0.5,경남 진주,128.11,35.17703333,0.096875
2023-02-25,12:40:00,2023-02-25 12:40,14:30:00,2023-02-25 14:30,경남 거창 갈계,쓰레기소각,0.05,경남 거창,127.9116556,35.683625,0.115455
2023-02-07,14:20:00,2023-02-07 14:20,18:00:00,2023-02-07 18:00,경남 거창 우혜,건축물화재비화,0.02,경남 거창,127.9116556,35.683625,0.115455
2023-02-06,22:16:00,2023-02-06 22:16,1:30:00,2023-02-06 1:30,경남 합천 양지,기타,0.3,경남 합천,128.1679306,35.56361667,21.828
2023-03-08,14:10:00,2023-03-08 14:10,9:15:00,2023-03-08 9:15,경남 합천 월평,입산자실화,163,경남 합천,128.1679306,35.56361667,21.828
2023-03-07,15:47:00,2023-03-07 15:47,19:00:00,2023-03-07 19:00,경남 산청 장박,쓰레기소각,1,경남 산청,127.8756194,35.41249167,0.393421
2024-03-22,15:44:00,2024-03-22 15:44,20:00:00,2024-03-22 20:00,경남 합천 와,건축물화재비화,1.5,경남 합천,128.1679306,35.56361667,21.828
2024-03-13,18:01:00,2024-03-13 18:01,19:45:00,2024-03-13 19:45,경남 창녕 우강,농산부산물소각,0.2,경남 창녕,128.4945333,35.54153611,0.652
2024-03-13,13:57:00,2024-03-13 13:57,14:31:00,2024-03-13 14:31,경남 산청 석남,기타,0.02,경남 산청,127.8756194,35.41249167,0.393421
2024-02-12,13:30:00,2024-02-12 13:30,16:25:00,2024-02-12 16:25,경남 진주 사곡,기타,0.3,경남 진주,128.11,35.17703333,0.096875
2023-03-21,14:05:00,2023-03-21 14:05,16:10:00,2023-03-21 16:10,경남 의령 죽전,기타,0.1,경남 의령,128.2638222,35.31911944,0.503636
2023-03-21,12:55:00,2023-03-21 12:55,16:10:00,2023-03-21 16:10,경남 산청 제보,기타,2,경남 산청,127.8756194,35.41249167,0.393421
2023-03-19,14:54:00,2023-03-19 14:54,17:30:00,2023-03-19 17:30,경남 남해 가인,농산부산물소각,0.3,경남 남해,127.8924,34.8376,0.142222
2022-02-18,15:06:00,2022-02-18 15:06,17:13:00,2022-02-18 17:13,경남 양산 평산,건축물화재비화,0.09,경남 양산,129.0394111,35.33192778,0.313824
2022-02-15,13:35:00,2022-02-15 13:35,16:10:00,2022-02-15 16:10,경남 진주 계원,쓰레기소각,0.5,경남 진주,128.11,35.17703333,0.096875
2022-02-14,16:07:00,2022-02-14 16:07,18:00:00,2022-02-14 18:00,경남 산청 원,쓰레기소각,0.5,경남 산청,127.8756194,35.41249167,0.393421
2022-02-12,15:15:00,2022-02-12 15:15,17:30:00,2022-02-12 17:30,경남 김해 삼문,입산자실화,0.05,경남 김해,128.8916667,35.22550556,0.324
2022-02-11,14:58:00,2022-02-11 14:58,16:30:00,2022-02-11 16:30,경남 밀양 검암,쓰레기소각,0.06,경남 밀양,128.7489444,35.50077778,28.37519
2022-02-06,13:13:00,2022-02-06 13:13,15:30:00,2022-02-06 15:30,경남 통영 미남,건축물화재비화,0.5,경남 통영,128.4352778,34.85125833,0.075455
2022-02-05,12:15:00,2022-02-05 12:15,18:00:00,2022-02-05 18:00,경남 의령 손오,기타,1,경남 의령,128.2638222,35.31911944,0.503636
2020-04-02,17:12:00,2020-04-02 17:12,18:05:00,2020-04-02 18:05,경남 창원 여양,농산부산물소각,0.04,창원시 마산합포구,128.6401544,35.2540033,0.2295
2020-03-23,17:21:00,2020-03-23 17:21,18:00:00,2020-03-23 18:00,경남 창원 망곡,입산자실화,0.01,창원시 마산합포구,128.6401544,35.2540033,0.2295
2021-01-31,14:44:00,2021-01-31 14:44,15:40:00,2021-01-31 15:40,경남 창원 토월,담뱃불실화,0.01,창원시 성산구,128.6401544,35.2540033,0.2295
2020-12-18,15:43:00,2020-12-18 15:43,17:20:00,2020-12-18 17:20,경남 창원 마산회원 회원,입산자실화,0.03,창원시 마산회원구,128.6401544,35.2540033,0.2295
2020-11-26,12:35:00,2020-11-26 12:35,13:40:00,2020-11-26 13:40,경남 창원 마산회원 삼계,농산부산물소각,0.06,창원시 마산회원구,128.6401544,35.2540033,0.2295
2020-11-13,5:30:00,2020-11-13 5:30,11:00:00,2020-11-13 11:00,경남 창원 마산합포 교방,입산자실화,0.3,창원시 마산합포구,128.6401544,35.2540033,0.2295
2020-11-08,14:25:00,2020-11-08 14:25,16:20:00,2020-11-08 16:20,경남 창원 마산합포 창포,입산자실화,0.05,창원시 마산합포구,128.6401544,35.2540033,0.2295
2020-06-02,12:04:00,2020-06-02 12:04,15:00:00,2020-06-02 15:00,경남 창원 여양,농산부산물소각,0.05,창원시 마산합포구,128.6401544,35.2540033,0.2295
2020-03-06,14:00:00,2020-03-06 14:00,15:43:00,2020-03-06 15:43,경남 창원 마산합포 양촌리,기타,0.66,창원시 마산합포구,128.6401544,35.2540033,0.2295
2020-02-21,12:44:00,2020-02-21 12:44,16:00:00,2020-02-21 16:00,경남 창원 퇴촌,담뱃불실화,0.02,창원시 의창구,128.6401544,35.2540033,0.2295
2019-11-23,18:16:00,2019-11-23 18:16,21:30:00,2019-11-23 21:30,경남 창원 진해 안곡,기타,0.15,창원시 진해구,128.6401544,35.2540033,0.2295
2019-10-26,10:47:00,2019-10-26 10:47,11:47:00,2019-10-26 11:47,경남 창원 마산합포 수정,입산자실화,0.01,창원시 마산합포구,128.6401544,35.2540033,0.2295
2020-03-20,21:52:00,2020-03-20 21:52,22:18:00,2020-03-20 22:18,경남 창원 합성,입산자실화,0.01,창원시 마산회원구,128.6401544,35.2540033,0.2295
2018-11-27,23:37:00,2018-11-27 23:37,5:00:00,2018-11-27 5:00,경남 창원 마산합포 구복,입산자실화,0.4,창원시 마산합포구,128.6401544,35.2540033,0.2295
2019-04-07,13:53:00,2019-04-07 13:53,14:35:00,2019-04-07 14:35,경남 창원 진해 태백,입산자실화,0.01,창원시 진해구,128.6401544,35.2540033,0.2295
2019-03-13,16:49:00,2019-03-13 16:49,17:40:00,2019-03-13 17:40,경남 창원 의창 용잠,기타,0.01,창원시 의창구,128.6401544,35.2540033,0.2295
2019-03-02,14:29:00,2019-03-02 14:29,17:00:00,2019-03-02 17:00,경남 창원 마산합포 덕동,기타,0.15,창원시 마산합포구,128.6401544,35.2540033,0.2295
2019-02-11,11:52:00,2019-02-11 11:52,13:00:00,2019-02-11 13:00,경남 창원 마산합포 난포,기타,0.03,창원시 마산합포구,128.6401544,35.2540033,0.2295
2019-01-27,13:45:00,2019-01-27 13:45,15:30:00,2019-01-27 15:30,경남 창원 마산합포 다구,기타,0.01,창원시 마산합포구,128.6401544,35.2540033,0.2295
2019-01-25,15:58:00,2019-01-25 15:58,17:30:00,2019-01-25 17:30,경남 창원 마산합포 심,기타,0.03,창원시 마산합포구,128.6401544,35.2540033,0.2295
2018-03-03,12:22:00,2018-03-03 12:22,15:00:00,2018-03-03 15:00,경남 창원 의창 월촌,기타,0.01,창원시 의창구,128.6401544,35.2540033,0.2295
2018-02-18,17:48:00,2018-02-18 17:48,0:00:00,2018-02-18 0:00,경남 창원 진해 태백,입산자실화,0.15,창원시 진해구,128.6401544,35.2540033,0.2295
2018-02-18,10:30:00,2018-02-18 10:30,12:40:00,2018-02-18 12:40,경남 창원 의창 신촌,입산자실화,0.15,창원시 의창구,128.6401544,35.2540033,0.2295
2018-02-13,16:03:00,2018-02-13 16:03,18:30:00,2018-02-13 18:30,경남 창원 의창 우암,건축물화재비화,0.03,창원시 의창구,128.6401544,35.2540033,0.2295
2018-02-12,15:05:00,2018-02-12 15:05,16:10:00,2018-02-12 16:10,경남 창원 성산 귀산,입산자실화,0.03,창원시 성산구,128.6401544,35.2540033,0.2295
2018-02-06,14:26:00,2018-02-06 14:26,15:20:00,2018-02-06 15:20,경남 창원 의창 외산,담뱃불실화,0.01,창원시 의창구,128.6401544,35.2540033,0.2295
2018-02-03,12:45:00,2018-02-03 12:45,13:30:00,2018-02-03 13:30,경남 창원 성산 양곡,담뱃불실화,0.01,창원시 성산구,128.6401544,35.2540033,0.2295
2018-01-28,13:51:00,2018-01-28 13:51,20:00:00,2018-01-28 20:00,경남 창원 마산합포 추곡,입산자실화,1,창원시 마산합포구,128.6401544,35.2540033,0.2295
2018-01-25,14:58:00,2018-01-25 14:58,15:30:00,2018-01-25 15:30,경남 창원 의창 소계,입산자실화,0.01,창원시 의창구,128.6401544,35.2540033,0.2295
2017-12-28,5:08:00,2017-12-28 5:08,9:00:00,2017-12-28 9:00,경남 창원 마산합포 난포,입산자실화,0.04,창원시 마산합포구,128.6401544,35.2540033,0.2295
2017-12-01,15:35:00,2017-12-01 15:35,16:20:00,2017-12-01 16:20,경남 창원 의창 하천,입산자실화,0.02,창원시 의창구,128.6401544,35.2540033,0.2295
2024-01-07,21:17:00,2024-01-07 21:17,3:30:00,2024-01-07 3:30,경남 창원 자산,입산자실화,0.1,창원시 마산합포구,128.6401544,35.2540033,0.2295
2023-04-22,22:30:00,2023-04-22 22:30,1:50:00,2023-04-22 1:50,경남 창원 마산합포 수정,건축물화재비화,0.45,창원시 마산합포구,128.6401544,35.2540033,0.2295
2023-02-15,4:01:00,2023-02-15 4:01,4:50:00,2023-02-15 4:50,경남 창원 지귀,입산자실화,0.03,창원시 마산합포구,128.6401544,35.2540033,0.2295
2023-01-22,11:07:00,2023-01-22 11:07,11:27:00,2023-01-22 11:27,경남 창원 양곡,기타,0.01,창원시 성산구,128.6401544,35.2540033,0.2295
2022-03-28,10:20:00,2022-03-28 10:20,10:47:00,2022-03-28 10:47,경남 창원 마산합포 석곡,입산자실화,0.02,창원시 마산합포구,128.6401544,35.2540033,0.2295
2022-03-03,12:39:00,2022-03-03 12:39,14:15:00,2022-03-03 14:15,경남 창원 의창 소담,입산자실화,0.3,창원시 의창구,128.6401544,35.2540033,0.2295
2022-02-24,21:04:00,2022-02-24 21:04,7:54:00,2022-02-24 7:54,경남 창원 마산합포 근곡,기타,4.8,창원시 마산합포구,128.6401544,35.2540033,0.2295
2022-05-26,13:27:00,2022-05-26 13:27,16:20:00,2022-05-26 16:20,경남 창원 마산합포 시락,농산부산물소각,0.03,창원시 마산합포구,128.6401544,35.2540033,0.2295
2022-04-20,21:17:00,2022-04-20 21:17,1:19:00,2022-04-20 1:19,경남 창원 죽곡,입산자실화,0.33,창원시 진해구,128.6401544,35.2540033,0.2295
2022-04-08,10:07:00,2022-04-08 10:07,11:07:00,2022-04-08 11:07,경남 창원 봉림,입산자실화,0.05,창원시 의창구,128.6401544,35.2540033,0.2295
2022-01-28,12:24:00,2022-01-28 12:24,15:35:00,2022-01-28 15:35,경남 창원 의창 대산,기타,0.15,창원시 의창구,128.6401544,35.2540033,0.2295
2022-01-06,16:08:00,2022-01-06 16:08,17:50:00,2022-01-06 17:50,경남 창원 마산합포 심,건축물화재비화,0.01,창원시 마산합포구,128.6401544,35.2540033,0.2295
2022-02-15,12:26:00,2022-02-15 12:26,14:00:00,2022-02-15 14:00,경남 창원 마산회원 합성,담뱃불실화,0.32,창원시 마산합포구,128.6401544,35.2540033,0.2295
